business_id,name,categories
ZKY_YxsjpRV_w8LkOkfKXw,Del Taco,"Fast Food, Mexican, Restaurants"
KDVAIeGPm1aEddky6j41Qw,Molina's Midway Mexican Foods,"Restaurants, Mexican"
nRHxGEJa39O4y_eqbuZsKQ,El Chapo Restaurant,"Mexican, Restaurants"
CkRfxYUY7o3G6Sptq8PoRw,La Salsa,"Mexican, Restaurants, Tex-Mex"
rB9RDJYEsp4akUNwywBJxw,Ta' Raspado,"Restaurants, Shaved Ice, Food, Mexican"
WQfme88jS02gPu3Z6bmn3A,Baja Tacos,"Restaurants, Food, Food Trucks, Mexican"
A-5IN85MwL9F8wJRsDna6g,Tacos Apson,"Restaurants, Mexican"
QTrzA9rgZkWabD9FR2Z7YA,EXO,"Tapas/Small Plates, Tapas Bars, Arts & Entertainment, Nightlife, Bars, Music Venues, Restaurants, Cocktail Bars, Mexican"
GGVjh32ZYQmon1mM1-6ZXQ,Casa Molina Del Norte Restaurant,"Mexican, Restaurants"
tpvHimO4BBn1QMPQL02B7A,Barrio Charro,"Food, Breakfast & Brunch, Bakeries, Mexican, Desserts, Restaurants"
6Cs52T0ItZ5TQ5Qx-UGaMw,Baja Cafe on Campbell,"Restaurants, American (Traditional), Mexican, Breakfast & Brunch"
O-J8l_KT4lulqnK4DIIj3w,El Manantial Tacos Y Hotdogs,"Mexican, Hot Dogs, Restaurants, Food Stands"
6ZfLLDC5RNkBZnQaOCMW3w,El Minuto Cafe,"Mexican, Restaurants"
lh-Mu8wZQW0E_wVsLx90nQ,El Perro Loco,"Food, Hot Dogs, Restaurants, Food Trucks, Mexican"
7CyEhpsj57oXxJw4oESC9w,Mr Antojo,"Hot Dogs, Restaurants, Food Stands, Mexican"
YWeP8DfVn11eoTabjhlh1w,Fito's Taco Shop,"Imported Food, Specialty Food, Ethnic Food, Food, Restaurants, Mexican"
W4KiqVyRBY-AWbpT5nowhw,Lupita's Cafe,"Mexican, Restaurants"
-jAm9r-J4tvGGy5uxn5jgg,Don Nato's Mexican Food,"Restaurants, Mexican"
3QwQ6FAUi5i76gErx89dnA,Jack in the Box,"Burgers, Fast Food, Breakfast & Brunch, Tacos, Mexican, Restaurants"
dLELo88u5kwIWjmJalLMPA,Viva Burrito,"Restaurants, Mexican"
rGe39yq8BB3zTEhBJK264Q,Sonoras Famous Hot Dogs & Grill,"Hot Dogs, Restaurants, Mexican"
aWNaNbDe-cVBfxL2cLVPNg,El Taco Tote,"Fast Food, Restaurants, Mexican"
kjnEPxEUOUqO91ERPP2IVA,Cafe Botanica,"Restaurants, Cafes, Mexican, American (New)"
UtVrrnZjUh29lcZZz7gFmQ,Gentle Ben’s Brewery,"American (Traditional), Food, Nightlife, Event Planning & Services, Mexican, Restaurants, Breweries, Cocktail Bars, Venues & Event Spaces, Bars"
MK0OMY_u9unl8xSqjPLtMw,Seis Kitchen,"Street Vendors, Nightlife, Food, Bars, Food Trucks, Restaurants, Mexican, Breakfast & Brunch"
Bkxkv4CkP-0MpPLGEnbJbA,Taco Bell,"Restaurants, Tex-Mex, Breakfast & Brunch, Fast Food, Tacos, Mexican"
acLymxN18Y83rxKbmaCm4Q,Las Margaritas,"Restaurants, Mexican"
4GMHypXwSyX792Q6p4qLeQ,Aqui Con El Nene,"Hot Dogs, Tacos, Mexican, Restaurants"
ce3FUIiK5FfRSbUGUn3WOw,Los Jarritos,"Mexican, Breakfast & Brunch, Restaurants"
M9u3lvTUrM9wBUfssdOnjw,Rigo's Restaurant,"Restaurants, Mexican"
Ruc9mHL5JkOE6PHWghx2gQ,El Mezquite Grill & Taqueria,"Tacos, Mexican, Restaurants"
QDysk9VQYcT1p6Z8C2Um-g,Molcas,"Restaurants, Food Stands, Mexican, Hot Dogs"
nGQ9pZpBBKewmSNo4nw5lA,Tania's Flour Tortillas,"Restaurants, Mexican"
y1bpqyV8Kr2JaJintHdvCw,Sushi-Kito,"Restaurants, Italian, Food Trucks, Japanese, Burgers, Food, Mexican, Sushi Bars"
LRr-aw58xVMkUu0OSL_BpQ,The Little One,"Restaurants, Mexican, Breakfast & Brunch, Latin American"
LYSyuSLDwygdFS46wimD6g,Rodolfo's Taco Shop,"Mexican, Restaurants"
Xl8f9d7P-hFAP0Cl428aIg,El Coronado,"Restaurants, American (Traditional), Ice Cream & Frozen Yogurt, Beer, Wine & Spirits, Food, Mexican, Nightlife, Bars, Beer Bar"
_uQDN5IYJF5XmLd1KaV6Ew,Jack in the Box,"Breakfast & Brunch, Mexican, Tacos, Fast Food, Burgers, Restaurants"
r48rmDbebDPE0uLmbG-qew,Habanero’s Steak & Wings,"Mexican, Restaurants, Steakhouses, Seafood, Bars, Nightlife, Chicken Wings"
XIM7DpbNlwNfbmczd8XJbQ,El Potosino,"Mexican, Restaurants"
wIXYreqGaO5AEVjNQulbKQ,Poco & Moms,"Restaurants, Diners, Food, Sports Bars, American (Traditional), Breakfast & Brunch, Mexican, Event Planning & Services, Venues & Event Spaces, Nightlife, New Mexican Cuisine, Bars"
JFteGsQlrJeJjur6cA1RhA,Rollies Mexican Patio,"Mexican, Restaurants, Desserts, Food"
EAunddVzxTogbXoVtJ9cMg,Los Cuates Mexican Food,"Food, Mexican, Restaurants"
3KQ0iVCS3KrzZ8dc6x3IVQ,Tortilleria Dona Esperanza,"Mexican, Restaurants, Grocery, Food"
wriQUBAbLgkM9LuYyVDNkw,Macayo's Mexican Kitchen,"Restaurants, Nightlife, Mexican, Salad, Cocktail Bars, Bars"
tZ7aeO0IuF_rAALD-kMEFQ,El Guero Canelo,"Mexican, Restaurants"
qTBqSOeLJ421cCO1McaU_g,El Charro Cafe,"Restaurants, Mexican"
M0Gkv0uvZRxhOcDqQXi74g,Angela's Mexican Food,"Restaurants, Food Stands, Mexican"
KUYp0N5cxNokULUYQmUJPA,Poblano Hot Sauce,"Mexican, Restaurants"
tszRCO-RchPXPZlsTCYgbA,"Guadalajara Grill - Fiesta, Best Mexican Restaurant in Tucson","Mexican, Restaurants, Tex-Mex, Caterers, Event Planning & Services, Seafood"
x2GJf-ooT8CCtkr-ddUCNA,Taqueria La Esquina,"Restaurants, Tacos, Mexican"
c4Y_RZKBXsXENA9y7JIBaQ,Kool Tortas,"Mexican, Restaurants"
Ou1VLAY5SXVuMfrCEmf5KQ,DD's Baja Seafood & Grill,"Mexican, Restaurants, Seafood"
bS0cVtZq2HEoptWq3oD99w,Chipotle Mexican Grill,"Fast Food, Mexican, Restaurants"
WbTiuVb5Vlid6AQAW_uRmA,Los Betos,"Mexican, Restaurants"
LMfG69oT0EJNvzexIKGgEQ,Mariscos Chihuahua,"Mexican, Restaurants"
o7BuL-DtXJoW3K2xkLc2ZA,Big Juan's Tacos Y Burros,"Restaurants, Mexican"
cdLBrmamzLQiECe42xogIA,Papagayo Cantina,"Restaurants, Mexican"
8lfRMOaf-DKRCHWsP6Y8PA,Chipotle Mexican Grill,"Restaurants, Fast Food, Mexican, Tex-Mex"
sn0lYpS47kOlFBBVi4KqNw,Rancho Rustico Family Mexican Restaurant,"Seafood, Restaurants, Salad, Mexican"
GhY-NvTYa-DT-xHfc-7Dgw,Chaco's Cafe,"Tex-Mex, Mexican, Restaurants"
uNEe6px0HeEh7uLjoQAlTA,Pancho Villas Grill,"Restaurants, Mexican"
BObmqEDKj3pTqOdB5xC5Tg,Los Jilberto's,"Restaurants, Mexican"
ZrznKb9-I7DfE0tOEBK0Lw,Tacos y Hotdogs El Giro,"Food Stands, Mexican, Restaurants, Food, Food Trucks"
6PeAzc06qTMPoySLvh7JQQ,Crazy Dogs Taqueria,"Mexican, Food, Food Trucks, Restaurants"
QsSA6MC9-CoElSrXPDrIKA,Chipotle Mexican Grill,"Fast Food, Restaurants, Mexican"
yRs15dgEYvxGatbDyeVXiA,Costa Vida,"Mexican, Salad, Restaurants"
_8DMOJZoJnX4WPgqEdEUsg,Taqueria El Gallo de Sinaloa,"Restaurants, Tacos, Mexican"
NlUZin5Vn7CHwdIdlfX8RQ,Los Betos,"Nightlife, Restaurants, Bars, Beer Bar, Mexican"
2RJ_OHtFUlaq1oMDJCjtUw,Taco Bell,"Fast Food, Mexican, Tex-Mex, Tacos, Breakfast & Brunch, Restaurants"
6okGf-6HAN8nkRxA8ihImw,Cardenas Ranch Markets,"Grocery, Restaurants, Mexican, Meat Shops, Specialty Food, Food"
nwdfY9ZuvqShLc4otGlxtw,Sushison Tucson,"Sushi Bars, Mexican, Restaurants"
k0s3RZjFsP7L6QFOBWHOTA,El Taco Rico,"Mexican, Hot Dogs, Restaurants, Food Stands"
aGOXuqO6yhN66tLYI61Thg,Jack in the Box,"Tacos, American (Traditional), Fast Food, Mexican, Breakfast & Brunch, Restaurants, Burgers, Food"
