name,text
Chuy's Mesquite Broiler - AutoMall,"Everyone I know loves this place! It's a super laid back atmosphere and there's something on the menu for everyone. The prices are very reasonable, too. Chuy's is in the Tucson top 10 for sure."
Martin's Comida Chingona,"My first dining experience in Tucson.
I wasn't sure what to expect...I wanted a light meal and to sit outside amongst the festive Saturday night foot traffic.I walked in not knowing if it was table service or not, and perhaps annoyed the busy server (owner?). But despite that, he was still friendly, gave great service and quite a hearty, jovial character.

I had a carne asada burrito with greens. A little surprising for a restaurant that has ""vegetarian and vegan"" on the sign. But I didn't mind. I eat anything. While I often stick to vegetarian foods, I was in the mood for some beef. I have traveled Mexico, am a former chef and married to a Mexican...so I think that somewhat qualifies me to say...Perfecto! I wasn't very hungry, but couldn't stop eating! Served with cabbage and a basket of fresh chips and beans.

My husband always makes not-too-spicy ""gringo salsa"" for the guests and ""regular"" salsa for us.The salsa here was authentic, had the perfect taste and picante, but not too spicy. A little on the ""gringo"" side for salsa, but delicious. Clearly fresh. 

It is easy to distinguish authentic Mexican from not-so-authentic-canned-beans-and-canned-salsa Mexican. Well, it's easy for me. This is authentic. I cannot wait to try more! I will surely update....

Oh...and love the art!

Update:
2nd experience. Tried a medley of the tacos...Chicken Mole, Fish and carne asada. Five Stars again. Fresh grilled Tilapia and a perfect blend of flavors for the Mole. You really can't go wrong here...."
El Checo Mexican Food,"Great carne asada, great value!  Ordered two taco plates, a Sonoran dog, and a large caramelo.  $18.  The roll for the dog was a little saturated, but I chalk that up to taking it to go and not eating it on site.  Would definitely come back here and eat again.  Cash only!!"
Blanco Tacos + Tequila,"We had a fabulous dinner here. Made a rez online. Seated promptly. Our server was very attentive. I had the smashed watermelon marg - fabulous. We had the queso - it was good, kind of a ""bougee"" queso but still good. Chips and salsa were good. We all had tacos, I had the carne asada - fabulous. Definitely a hip, upper end mexican restaurant - so if you are looking for old fashioned trashy Mexican food (which I love too!!!) this isn't the spot. But highly recommend for this certain vibe. Will be back!"
Rancho Rustico Restaurant,"Great restaurant. Excellent service and good food. Had the house margarita, which was on special, and it was very good and well made. Definitely got our money's worth!"
Taco Giro,I was just there for dinner with my husband and I was so impressed! The service was fantastic! Food was great! Very clean. I'm so excited to go back again!
Sonoran Delights,"Stop in Sonoran Delights any night of the week and you will realize that it is the exact definition of neighborhood hangout. Barrio Hollywood/Menlo Park neighbors congregate here in the summer to enjoy a refreshing treat and catch up with each other. When I travel to other places, these are the kinds of places I want to find. The places where people come together and are happy, where the food is good and also representative of the place I am in. Sonoran Delights is that place for Tucson. Looking for a snack rec? Try the Macedonia, raspado, or grab 3 close friends and get a banana split. They are all Delightful!"
Boca Tacos Y Tequila,"I finally made it to Boca after rooting for Chef Maria all the way through Top Chef season 18.  I tried the Macho, Pollo, and Taco Dog tacos. They were all delicious. Service was fast and attentive."
Poco & Mom's,"I have a highly addictive habit when it comes to green chili. Having my aunt who's from New Mexico expose me to the beauty and originality of New Mexican food, I've found a soft spot for it in my gut. Welcome to the place that has an amazing understanding for authentic New Mexican food! There are few places I crave, but when it comes to this place I do readily visit. Try their breakfast- you'll be amazed at the portions and flavor."
Poco & Mom's,"As the previous poster said, as we sat down the waitress brought is the menus. Then when she came back she said ""Have you been here before?"" We said no. She said ""Well, are you adventurous or are you menu readers?"" That sounded like a direct challenge, so I replied, ""Oh, we are adventurous!"" She looked at me and said:
""Breakfast or Lunch? I said ""Breakfast.""
""Meat or veggie?"" 
""Pork. I like green chili.""
""How do you like your eggs?""
""Over easy.""

""Ok, now you..."" And she asked my boyfriend the same questions. She then took away our menus and left. Now the BF, from NC, is not very versed in traditional Mexican cuisine and I have to say, he had a true fear face happening. I assured him it would be ok, and we waited. 

When she came back, she delivered to me, the Sante Fe breakfast special! Wooo! Green hatch chilis are so awesome! Hashbrowns covered in the hatch green chilies, topped with red pork and a couple of fried eggs! Yum!!! 

He got breakfast quesadilla, green chili and beef. Yum!!! He was over the moon. 

We were there before the Gem Show and had all day to walk around, which we were mad about because we just wanted to beg out on the massive plates and hit a hammock somewhere. 

This place rocks and I am mad that I am two hours away. Go out of your way to get here. Do it."
Tio Will,"Omg! About time the put a good sports bar next to my house.  The food was good and the place was awesome.  Will be back and will recommend this place to all my friends. 

P.S. for the people complaining about the prices go during happy hour 2 to 5.  2 dollar tacos and .69 cent wings."
Gio Taco,"Excellent food. I had the Gio Taco and citrus chicken burrito. Yummy!!! The Gio Taco was small, just meat on a small tortilla. But wow the flavor of the smoked meat made up for it's size. The citrus chicken burrito was bountiful. Good size and stuffed til it almost broke open. But wait, I was talked into canteloup water. Not what I expected (thinking canteloup pieces floating in water). They some how got the juice from the canteloup and thinned it down to the consistency of water. It is fantastic (and maybe healthy for you). This will always be my drink. If you are downtown do yourself a huge favor stop in and treat yourself go some great food. Everyone from the cashier to Jose (one of the fantastic chefs) is super friendly."
Tucson Tamale Company,"Great food, great prices. Tamales were moist and I really enjoyed their guacamole. I had the sonoran and the jojo. It is a hole in the wall but sometimes that's where the best food comes from. Wish it was bigger or had more of a seating area but really liked the back patio."
Javelina Cantina,"Not sure why this place has poor reviews, I had one of their Mexican Mules and a chicken quesadilla and they were fantastic. The server was also easy to talk to and very attentive."
La Parrilla Suiza,"Food was wonderful! Great, Authentic Mexican food! The service was slow but the waiters were very nice. Great atmosphere!"
DoubleTree by Hilton Hotel Tucson - Reid Park,"Stayed Friday the 28th & Sat 29th.
Checking in . smooth.  Room ....very nice.  Room service ...excellent. Steak dinner ...excellent Surroundings ...excellent. Pool area very nice . Pool heated . Easy access to everything.  
Cute gift shop.  If should sell magazines & books though.
Will defiantly come back.Highly recommend. Everyone friendly & helpful."
Tucson Tamale Company,"We became addicted to these delicious tamales buying them frozen at Sprouts. Then, I stumbled across the actual store, where they are both cheaper and even more delicious plus yummy salsa.  My favorite is the JoJo and the vegan blue (I know, opposites do attract). And my husband loves the Wisconsin, Tucson and JoJo.  A must-try if you like tamales!"
The B-Line,"This place has all the elements needed to make a trendy spot for great Mexican food. Oftentimes there is a trade off between swank and authenticity when it comes to Mexican food, but this place does it right. The interior is adorable: multi-level with bar-height tables/seats, neat artwork along the walls, and various nooks. You order at the counter and there is an extensive beer, wine and food menu, as well as fresh pastries. 

The fish tacos were very good with well-paired flavors and condiments. I wasn't that excited that the bf ordered a bean and cheese burrito, but it was probably one of the best bean and cheese burritos I've ever had. We got half with red enchilada style sauce, half with green. It was perfection. Their rice and beans are also great. 
Happy hour every day from 4-6pm with $1 off pints."
The B-Line,"Even if you don't want an incredible breakfast, lunch or dinner - stop by for the best deserts in town!!"
Tucson Tamale Company,"Not only the best store bought tamales that I've found, but the only good ones I've ever found. Having had homemade tamales all my life, I have not once been impressed with tamales from a restaurant. They are either too dry or have barely any filling. So I went into this place very wary. But the tamales were beyond good. The masa was delicious and not dry at all. The filling (I had the Chile relleno, red Chile beef, and chipotle beef) were all delicious and not scarce. The beans and rice were delicious as well. Friendly and incredibly fast service to top it all off. If you too are wary of store bought tamales, give this place a try and you won't be disappointed."
Guadalajara Original Grill,"This is the best.  The food the service the music the total atmosphere 
There is not a plate that is below great. 
The bar is liberal pouring and great top shelf margaritas
The owner is available most evenings."
The B-Line,"If you are visiting Tucson and are looking for a place to eat that it somewhat easy on the wallet, GO to the B-LINE!   I came here once not knowing what to expect and I was blown out of the water.  No need to dress up, the B-Line is super casual.  The food is so fresh tasting as they make almost everything from scratch.  I've had the chicken quesadilla, the steak salad, and my personal favorite..the steak tacos.  SO yummy.  Happy hour at the B Line is very reasonable, $3 for a pint!  AND, the desserts are DIVINE, the chocolate Pot de Creme is absolutely amazing.  Go check it out!"
Guadalajara Original Grill,"Awesome food, including fresh homemade salsa at your table to your taste. Machacca beef is great as well."
Tucson Tamale Company,"Very casual. Walk in, pick up, put your own salsa on the tamales, sit down and enjoy immensely. There are a variety of meat, veggie, and vegan tamales to mix and match and three levels of hotness of salsas. Don't have enough room to try them all?  They have frozen ones to go!  Yummy one and all."
Mariscos Chihuahua,"The *affordable* Mexican seafood experience is often tainted by subpar quality, and more often than not, everything is kinda dirty tasting. Mariscos Chihuahua could have Outkast's ""So Fresh & So Clean"" as it's jingle if there weren't crazy fees for something like that. If offered, I am available to cover this song as a jingle in exchange for daily rations.

The shrimp culichi is worthy of doing semi-terrible things for. I get why the employee shirts advertise it. If offered, I am prepared to cut one into a man tank and wear it every day in exchange for daily rations. But, if you want to take the debauchery to an incorrigible level of debauch, putting the shrimp culichi atop a large fried fish is the way to go. Not saying I did that, just throwing it out there. Not saying I'd do it again, but I'm definitely going to."
Gio Taco,"I went to Gio Taco for the first time tonight! I've heard great things about them and it was all true! Great atmosphere, friendly staff & amazing food! 

I received my food very fast and everything was incredibly tasty. I usually order one thing from a menu, stick with it and never venture out but everything was so incredible that I want to try the rest of it to decide what will be my favorite! 

I love how you can order from a computer and pay up front. Makes it really convenient for me! 

Usually when a restaurant opens I give it a little time to work out the kinks but I've heard so much about it I had to go! They have it together and the staff is well trained & efficient! I will be back that's for sure! 

Say Hi to Anne(manager) when you go!!! She's so much fun and a pleasure to talk with!"
The B-Line,I love going here you have to time it just right so you do not get stuck in one of the massive lines that tend to form for the delicious food that is being served. however i usually never have to wait long after ordering and they have always been good with me about getting me my correct order. I love there crepe cakes they have always been delicious every time i eat here. The fruit is always extremely fresh as well and they give you a large variety. I have also had desert here and let me tell you they know what they are doing when it come to your sweet tooth. I had a chocolate strawberry cupcake with a chocolate cream cheese icing it was to die for i was in heaven until the last crumb was off the plate. I will be returning soon that is for sure!
The B-Line,"This place is an easy favorite for breakfast and lunch. I have been making this a weekend stop almost every every weekend. A quick dinner also makes sense since they do have beer available. The fish tacos are amazing and the steak burrito is, in my opinion, the best in Tucson. The portions are enough to fill me up but not push the boundaries of being stuffed. I find that B-Line is great for parties up to four.. Anything larger it will be hard to find a table."
Guadalajara Original Grill,"I had been to the  really 'old' location years ago. I'm not sure if this is the same  as it feels bigger but the salsas, guac,  were as good as I remembered. I had the tilapia (excellent) but the chile  relleno I saw come out of kitchen looked great. The mariachi and woman playing violin were wonderful. Very nice evening and a good place where one can sit at bar, still order a late dinner, hear good music and feel it was a pleasant dinner out and lunch for tomorrow."
The B-Line,"I love the B-Line!  For breakfast get a breakfast burrito, for lunch or dinner get the chicken tacos, and try to save room for dessert! Their desserts always look amazing. yum yum!"
Karamelo King,"After having a busy Saturday visiting Tucson, we stopped at Karamelo King to grab some food to bring home.  It was nearly 10pm so they weren't super busy but still had a few customers.  We decided to try a few different things off the menu.  First, we got the ""super nachos"".  They were smothered in melty gooey cheese and carne asada.  The flavor was awesome, although I don't recommend them for take out because the steam made the chips soggy.  I would definitely recommend them for eating there.   Then we got 2 tacos - hass and carne asada.  They were on thin flour tortillas that I thought would fall apart but they held up well and had a lot of flavor in the meat and in the tortilla.  The hass was the same but with green chiles.  Delicious.  We got a Sonoran dog, which I liked but my girlfriend thought was mediocre.  Personally I thought it was the best one I've had.  Last but NOT least - the Karamelo King itself.  What looks just like a quesadilla is filled with tons of flavor!  I highly recommend a karamelo and I will definitely be having another soon!"
Frank's,"I'd been in Tucson a little over three months and was actually on my way to The Blue Willow in my continuing search for ""my"" breakfast spot when I missed the turn from Tanque Verde onto Grant.  So I headed down Pima instead and figured I'd go ahead and take it all the way to Campbell just to see what there was to see.  Well, that had to have been the most fortuitous missed turn ever, because lo and behold I pass this hole-in-the-wall place whose patio is FULL at 8:30 on a weekday morning and I thought ""Whoa, Nellie!  Gotta see what Yelpers have to say about that place.""  Which I did while I ate my perfectly good, but nothing-to-get-excited-about meal at The Blue Willow.  

That was two weeks ago and I've been to Frank's twice now since.  The first time was last Wednesday and I ordered the special, which happens to be my very favorite breakfast - chicken fried steak and eggs, hashbrowns and toast.  Holy moley, I've FOUND it, I thought!  This is my place!!!  Generous portioned and freakin' fabulous chicken fried steak smothered in delectable gravy and perfectly - I mean PERFECTLY cooked hash browns.  

I went back today and had the huevos rancheros and again left feeling over-the-moon in love and absolutely thrilled I found this place.  It ain't much to look at (I love the sign out front!), but the food is all that matters and that they deliver in spades.  Oh, and the waitress remembered me!  That's always nice. :)"
Tucson Tamale Company,Best place ever!!! We would eat here daily if we could afford it and not gain 10000 pounds doing so
Tucson Tamale Company,"It obvious that Tucson Tamale Company makes killer delicious tamales, but that's not the reason for this 5-star rating. Their customer service seems to be just as amazing as their food. Just went in to grab a few tamales to go and the guy that helped me was super welcoming and made me feel like I was part of the family! Even the simple gesture of offering to fill up my iced tea just before I left on a hot day was appreciated. Go here, now. You won't regret it."
Guadalajara Original Grill,This is my favorite Guadalajara Grill since coming here back in 2003 the best food the best service the best Guadalajara Grill! The complementary tableside freshly prepared for you salsa is complementary and don't forget to tip the salsa girls you don't get this kind of salsa anywhere else in Tucson or that anywhere else for that matter! There's not a bad idea on the menu whatever captures your tastebuds attention is where your eyes should look and what your order should be the absolute best Mexican in Tucson Guadalajara Grill the original on Prince!!
Frank's,"I use to come here every Friday morning after my overnight 12-hour shift at the hospital. Frank's during the day is your classic vintage breakfast, the way your eggs, potatoes, and chorizo should taste like. I've had just about everything on the menu and it's all delicious comfort food. The ambiance makes it feel close to home, especially sitting at the bar. The waitresses and cooks work together effortlessly as they put in orders, oiling up the grill, and delivering the food on the table. I am always impressed with each visit. I always feel comfortable coming here to eat and I hope everyone else gets to dine in and enjoy the Frank's breakfast experience."
Guadalajara Original Grill,Just had lunch here for the first time. One of the best taco salads ever. I don't know how one person could finish it. Have to have the bean dip. Yummy.
Mariscos Chihuahua,Best in Tucson and even compared to some beach cities. As far as Mexican sea food goes.
Frank's,"OMFG!!

The placed was packed this afternoon as it always is on weekends, find yourself with good timing and get seated quickly at the bar, a table or in the outside patio area.

The purple laminated menu is chalk full of diner favorites. Eggs made to order and orders made to please. My sausage Biscuit and Egg sandwich was amazing. The right mix of light oil and flavorful meat made it a joy to have.

The house fries with onions, peppers, and well seasoned are a great compliment to this special. Add some salt, pepper and Tampico and you're in business. The house hot sauce is like minced salsa and a bit on the spicy and vinegar side, in a good way.

I'll be bringing everyone here as often as I can.

For a great diner experience, tasty food and favorable prices this is the place :)"
Guadalajara Original Grill,"Salsa cart table side need I say more? Ok this place moved from its last location that provided the diner with an outdoor experience. What this new location provided however is the extra footage that is great for big parties.
The service is attentive and friendly.
The food? EVERYTHING is  great!!  One of the best places to go for a nice mexican sit down meal.  The salsa they make is perfect as you direct the lady that makes it exactly to your taste buds.  Be prepared to wait but it worth check the place out."
Cafe Santa Rosa,"One of my favorite breakfast spots in town! The BEST house-made chorizo and red chile beef, well-cooked eggs, and the creamiest beans. Food is comforting and delicious and the service is superb. The ambience is another draw - super cute barrio feel with beautiful architecture, window light, and fresh flowers on each table. Highly recommended."
Tucson Tamale Company,"on a recent trip i met the owner of this fabulous restatuarant on the plane.  I love to be able to support a small business owner.... even better when they are the best tamales I have had since my aunt's house.

We were travelling with a group of 15+ students and staff from UC Davis and ordered a variety of the tamales vegatarian and meat like... EVERYONE WAS MORE THAN SATISFIED!  That is a lot to say for such a large group.  The beans were amazing and the salsas were equally awesome!

I don't have many reasons (actually none) to return to Tucson but if I ever did I would make a special trip here... thank goodness they also ship tamales to 50 states!!!!  I have to plan an order!

AMAZING!"
Tucson Tamale Company,"We first met Mr. Martin at the Rincon Farmer's Market. My husband was being a sort of pest asking for samples (assuming that every single place offers them). Mr. Martin gave us a whole tamal(e). I hope it was in a ""here, shut up"" sort of way, but I think he was really just being nice. That first one we tasted was The Arizona (beef and chipotle peppers) and we were sold at first bite. We bought like 10 million tamales right there. OK, it was more like 8. 
Now, I grew up in a family where my grandma would make tamales each Christmas. Later we had a neighbor who would make and sell tamales each Friday. What I'm trying to say is that I'd been tamale-jaded for a while. I thought I'd had them all (red, green, pork or chicken) and just didn't think I'd be impressed by a tamal(e). 
I was wrong. How could I have known that there were soooooo many other kind of tamales other than the usual grandma kind (don't worry, my grandma doesn't Yelp). They offer vegan tamales, meat tamales, spicy tamales and all are delicious! I think my now I've tried them all. My favorite is still the Arizona with the Sonora (chicken and green chiles with extra yummy) as a close second. If you can't make it out to the Broadway location, you can find them at the St. Phillips Farmers Market on weekends. Nom, nom, nom!
SImplify, Sustain, and Celebrate!"
The B-Line,"My favorite breakfast place! Prices are a little high for what you get, but their coffee and food is amazing"
Karamelo King,Best late night food in town. So happy to hear they're opening a restaurant in the area as well.
Frank's,Love this place!  A little hole in the wall that serves the best breakfast!  Staff are so friendly.  Always busy.  Don't get dressed up.  Shorts and t-shirts are the appropriate attire.
Mariscos Chihuahua,Outstanding food and service! Will gladly return again! Got the fried fish and it was as good as the pictures suggested.
Los Nopales Mexican Restaurant,"A great place for Mexican Food. It's a true hole-in-the-wall, but don't let that keep you away!
Favorites:
Chicken & Rice Soup
Flat Enchiladas w/Machaca
Cheese Crisp
...anything with green sauce!

The menu even includes vegetarian items."
Guadalajara Original Grill,"It is great ""Americanized""  Mexican food.  Everything tastes great, but you can share a lot of entrees.  We normally split a Veggie Molcajete.  The margaritas and salsa are great too!!   Great for family visits and fun nights!"
Guadalajara Original Grill,"Some people have told me that this place is always packed, no matter what time you go. I busted that myth last night, as me and the girlfriend showed up at 5:30pm on a Monday night. What better time can you go, right? Right. There were plenty of people there, but the restaurant is huge so we got seated immediately. 

Ended up getting the hot salsa mix from the nice lady, wasn't too hot though. Probably the only bummer of the night. I ordered the chimi asada, my lord it was delicious. Girlfriend got the shrimp burrito with some type of southwest sauce on it. Let's just say I will be ordering what she had next time I go. No room for dessert, the portions were huge. 

Pros: Waitress we had was awesome, the meal was excellent, not too busy at 530 on a monday evening

Cons: Uhhhh... just the salsa not being hot enough I suppose? 


GO HERE YOU WILL LOVE IT. WELL, PROBABLY."
Los Nopales Mexican Restaurant,"Coming back from Old Tucson and found this little gem. Do not judge a book by its cover. Very nice folks, outstanding food, great variety of both traditional and healthy offerings.. Very quick food delivery. They know what they are doing."
Paradise Aqua Frescas,Giving 5 stars for the Horchata! It's a house recipe and delicious! 2nd floor near Forever 21. The raspado is yummy too! Haven't tried the food tho
Percheron,"I'm making my way through all the 12th ave eateries. First stop Percheron. Yes I have been here before, but needed a fresh experience to post my review. This place doesn't disappoint it's great. I had the Percheron Sonoran style. Like the regular Percheron but with bacon inside the burro. My family tagged along, my son got the bacon wrapped very delicious, not greasy at all. One of my daughters got the vegetarian she liked a lot. Another for the grosero that's adobo steak with cheese and veggies. My wife got the mexicano like the Percheron except it has the poco de Gallo salsa. What makes this burros exceptional is the tortilllas. They are the best. I'm adding some pictures of the Percheron and my son biting on a bacon wrapped. I highly recommend this place if you are looking for the best burros in town, not a lot place to sit...but who cares when the place is delicious."
Tucson Tamale Company,"This place has truly done a 180. Their restaurant has a whole new look, it's much cleaner, the workers are much friendlier, and the tamales are delicious. This is a new favorite place of mine to grab tamales, and I'd definitely recommend this place for some tasty gourmet tamales."
Frank's,"The food at Franks will likely give me a coronary someday but when that day comes, I will move on to the next world in a happy state and smile down on the Earth, hopefully with a heaping stack of buttery, soft and warm pancakes, bacon and eggs over-medium to my side. Great food, killer service, entirely reasonable prices. Been going here a dozen years and intend for another three dozen."
Rubio's,Food is consistently great! Staff is friendly and it is always clean! Happy customer :)
Mariscos Chihuahua,"We drove from Phoenix for Mexican food. Doesn't look very inviting from outside, but the inside is a totally different story. Warm atmosphere and very friendly staff. The food was a 10.  We ordered Culichi shrimp, plancha shrimp, bacon wrapped shrimp, and fish filet al ajo. They were all finger licking good. We left nothing to go, and we all ate a little bit of each others. Probably the best Mexican food we've had in many years, and at a quality standard above the rest. Very original. Very much worth the 3 hr round trip from Phoenix. Highly recommend!!!"
Taco Fish,"Not just the most delicious fish tacos but the best tacos of any kind I have had in Tucson (and in general fish tacos are not my favorite type of taco).  (For the sake of comparison, Taqueria Pico de Gallo's fish tacos are not even close).  I have had the fish, shrimp, and gordo tacos, and all are fantastic.  The seafod is tender and cooked perfectly, and the sauces are unbelievable.  The tacos are also big enough to easily make each one into two tacos (especially the gordo).  Make sure you also get some of their homemade limonada."
El Dorado Tortilla Factory Restaurant,"Regular for their Red Menudo,  I've had my menudo cravings almost everywhere in tucson from El Molinito to Little Mexico Restaurants.  This place by far beyond other menudos.  Homestyle fresh everytine menudo. Its a MUST for Menudo lovers like myself.  Service cam vary but the food makes up for it.  5 stars :)"
Mariscos Chihuahua,"I really love this place. I was almost scared to go because the area isn't the greatest but it really surprised me how good this food is. They claim their ceviche is their best but I actually recommend their shrimp dish, I don't remember the name but ask any server and they will recommend it to you. Its affordable and they let you pay with credit cards."
Percheron,They have my 3rd favorite food (bacon) wrapped around my 1st favorite food (burritos) I don't know what more you could want
Lerua's Fine Mexican Food,"My wife and I were in town for just a couple of days and hoping to find a good Mexican restaurant. And we found it! The food was incredibly delicious and the portions were huge. The wait staff were friendly and gave a great recommendation to try out the green corn tamales, I'm happy I took her advise. Whenever we are in Arizona we will make a point to stop in Tucson just for this place."
Taco Fish,"Great hole in the wall! Love the shrimp tacos, and the salsa bar where you can really build your tacos up! Each taco comes with about 4 shrimp and 2 tortillas, so you can make its 2 tacos in one! We also got a cup of their Bichi, which was free. Bichi is a shrimp soup, it was pretty much just broth, but was a yummy treat. I always get a Mexican coke as well, I just love it!"
Guadalajara Original Grill,Amazing Mexican food! Their Molcajetes were really incredible that featured a very tasty yet light broth with incredibly well cooked meats and veggies. Highly recommend checking them out. Also some of the best margaritas I've had anywhere! Well done!
Guadalajara Original Grill,"Wow! Pleasant surprise to get such authentic and delicious Mexican food. The salsa is made at the table, and molcajete was outstanding l!"
Tucson Tamale Company,My brother visiting Tucson so we wanted a non common chain. So glad we stopped in. The green chili pork was delicious.
Frank's,"How often have you driven by a restaurant for years - like decades - and say to yourself, ""We really need to go there.""?  That will a exactly what happened on a pleasant spring morning, and we finally went!
This restaurant is small and efficient and cute!  We opted to eat outside, pretty much thrilled to not have to wait for a seat on a Saturday morning.  We were greeted quickly with ice water (nice!), and our drink orders were taken.  The menus are part of the table covering - smart!  And the prices are low, low, low!  My husband and I opted for ""expensive"" dishes.  He chose the Eric burrito with chorizo - scrambled eggs with chorizo, chili sauce, cheese, and refried beans in a fresh tortilla.  It was a knife and fork burrito, and it was delicious!  I chose the chicken fried steak and eggs (soft scramble was perfectly prepared), hashbrowns, and white toast.  The toast has visible butter (maybe margarine, but I didn't care because it was good!).  The chicken fried steak was perfect, with real gravy - no packaged stuff here.  Heavenly!
The menu prices are low and kind of funny.  $2.20, $4.19, $10.40, etc.  Low!  There is a weekday special if you arrive before 9:00 am, and I think it was $2.25.  Eggs, a breakfast meat, potatoes, and a bread product (including fresh biscuits!).  Totally affordable.  
This is a no frills breakfast / lunch spot, and it is marvelous!!!!!
So, don't keep driving by places thinking that you should go there.  Stop, and enjoy those cute, local restaurants!!!!"
Tucson Tamale Company,"I LOVE TAMALE'S!!! When they are done right! And this place has it going ON!!!  They were quick and I didn't have to wait in a long line. And soooo Friendly too!

I had the beef chipotle tamale with mild sauce and a side salad all under 6 bucks!  GREAT place for lunch or a little afternoon snack."
Ramiro’s Mexican food,"Great food, fair price, quickly prepared, nice customer service. I had the chicken taco and chicken torta with fries. First time visit."
DoubleTree by Hilton Hotel Tucson - Reid Park,"Great Hotel for the money ( paid 53 dollars hotwire) Good bed, sheets and towels, great location too."
Chickenuevo,"My two cents is Chickenuevo is great fast food! The chicken is super flavorful and the sides are completely respectable as well. Just as notable is the staff has always been super nice when I drive thru. I've only ever ordered straight up chicken with sides of refried beans and red rice, so I can't honestly comment on any other menu item. But so far so good, and we've been pretty regular customers for at least a few years. Oh! Their flour tortillas are terrific!"
Frank's,"Look. Even if the only table you can get is the one next to the bathroom, just take it. The food is so good you won't want to wait for another table. Frank's is the epitome of a classic cafe with great food. 
The food here is great and the service is on point. I recommend going for breakfast. 
You must understand, I workout. So whenever I go to Frank's I enter as a fairly fit young man, and I leave as a 7 month pregnant woman from all the great food. I shed a tear of happiness for my newly conceived food baby. I will raise my child with great pride. I always leave Frank's a better man. I recommend going to Frank's if you have a mouth and stomach. Bless up peeps."
The B-Line,Everything here is so good and the people are amazing. Great atmosphere and service plus they make an awesome Dirty Iced Chai.
Mariscos Chihuahua,Outstanding!!!! I have been trying to come here since I've been in Tucson for almost three years now and let me tell you I've been missing out. This place is great and good!!! Super fresh oysters. The salsa is spectacular. The service was awesome and I really enjoyed my meal. The camaron culichi was incredible. I will definitely rely be coming back here as soon as I can!!!
Toto's Tacos Restaurant,This is now my favorite taco place! I liked it so much that we went there for Mother's Day and loved it even more. I had their tacos de cabeza and carne asada tacos. Don't forget to add toritos to your order!
Mr Baja Fish,"Great service, great interior, appropriate music, delicious food!  Don't come here to stuff your face, rather enjoy the tastes this establishment has to offer.  Fried Fish Taco is better than the Shrimp imo; get them fried!  The big boy cocktail (name eludes me) has imitation seafood so beware and read the labels; they are very transparent.  There's a military discount, obviously since it's located right outside of the base.  Give it a go!"
Sunny Daze Cafe,Love this place!!!!! The food is awesome every time we come here. The value of the food is great for the price. The staff is priceless!  Always friendly the minute you walk in and always making sure the coffee is hot. The Puffs are so good you'll manage to eat them even on a full stomach !
Calle Tepa,"I only spent a few days in Tucson on business, and I'm so glad I found this gem.  I can see why it averages 4.5 stars after over 300 reviews.
Let's start with the ambiance.  When you walk in it appears to be a fast casual restaurant where you order at a register.  I chose to sit at the bar where the bartender welcomed me and told me they can take care of my food ordering.  I started with the chips and green salsa which has a great flavor with just the right amount of heat.  
The food was outstanding.  I received a recommendation from a regular at the bar and ordered the carne asada tepas taco and the white cheese quesadilla.  The tepas taco was a grilled buttered tortilla , and topped with fresh pico, cheese and lettuce.  The meat was seasoned and cooked to perfection!  I could have eaten 3 more!  The quesadillas were gooey and crispy!  A must visit near the park place mall!"
El Guero Canelo,"Awsome!!! Food and I go there maybe 1-3 a month when I can. I feel like going now seeing the pictures and name. You won't regret stopping by this place. People are friendly and food comes out pretty quick. 

I would recommend this place"
Calle Tepa,"I thought this place was fantastic for gringo Mexican food. 

In Tuscon, you never know what you might get, especially if you don't speak Spanish well and this place was a great restaurant for us gringos.  

Straight forward menu of tacos, burritos, quesadillas, etc very easy to understand.  Order up front and they bring the food right to you.

I had an excellent Michelada from the bar and the wife enjoyed her margarita.

We shared the four variety of veggie tacos and they were all great.

Excellent chips with a great variety of fresh salsas at the bar, mango jalepeno being the crowd favorite.

Fast, fresh and easy.  Definitely recommend."
El Guero Canelo,"My co-workers took me here 6 years ago and I've been a fan ever since. I was pregnant then I just couldn't resist the Sonoran hot dogs. My new love is their carne asada torta, but I've liked every thing I've ever tried here: the carne asada tacos, burritos, menudo. The bread for the hot dogs, tortas & menudo is divine. And the different salsas are wonderful. My favorite is the green avocado based one. The place is always clean and the staff has always been very friendly. My kids love this place!"
Sunny Daze Cafe,Well it looked like a colorful place on the outside and it was just as colorful on the inside excellent service excellent food going back again tomorrow morning can't wait thank you
El Guero Canelo,the vegetarian option was the bean and cheese burrito. but that along with the salsa bar were awesome!
Miguel's,"I stayed in Hampton Inn, which is right next to this restaurant. I love to eat and do not endorse anything that I don't like. I liked the food and the ambiance of the restaurant. Nice place to eat and relax after a hectic day. The food was nicely served with excellent service."
Sunny Daze Cafe,Great food and service. I was introduced to Sunny Daze back in 2007 and been a loyal customer since. Keep up the great work and delicious food!!
El Guero Canelo,"By far my favorite Mexican food in Tucson. I've lived here 17 yrs and have enjoyed my food every single time. I highly recommend the Sonoran dogs with everything and the mango smoothie with chili powder. I also like their torta. I get the Pollo. My husband always gets Carne.
It's not much to look at and the neighborhood might put some off, but it's authentic Tucson. If you're not too stuck up,  you'll be happy you came to 12th Avenue for Canelos!"
